"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","SOURCE","HourlyAltimeterSetting","HourlyDewPointTemperature","HourlyDryBulbTemperature","HourlyPrecipitation","HourlyPresentWeatherType","HourlyPressureChange","HourlyPressureTendency","HourlyRelativeHumidity","HourlySkyConditions","HourlySeaLevelPressure","HourlyStationPressure","HourlyVisibility","HourlyWetBulbTemperature","HourlyWindDirection","HourlyWindGustSpeed","HourlyWindSpeed","Sunrise","Sunset","DailyAverageDewPointTemperature","DailyAverageDryBulbTemperature","DailyAverageRelativeHumidity","DailyAverageSeaLevelPressure","DailyAverageStationPressure","DailyAverageWetBulbTemperature","DailyAverageWindSpeed","DailyCoolingDegreeDays","DailyDepartureFromNormalAverageTemperature","DailyHeatingDegreeDays","DailyMaximumDryBulbTemperature","DailyMinimumDryBulbTemperature","DailyPeakWindDirection","DailyPeakWindSpeed","DailyPrecipitation","DailySnowDepth","DailySnowfall","DailySustainedWindDirection","DailySustainedWindSpeed","DailyWeather","MonthlyAverageRH","MonthlyDaysWithGT001Precip","MonthlyDaysWithGT010Precip","MonthlyDaysWithGT32Temp","MonthlyDaysWithGT90Temp","MonthlyDaysWithLT0Temp","MonthlyDaysWithLT32Temp","MonthlyDepartureFromNormalAverageTemperature","MonthlyDepartureFromNormalCoolingDegreeDays","MonthlyDepartureFromNormalHeatingDegreeDays","MonthlyDepartureFromNormalMaximumTemperature","MonthlyDepartureFromNormalMinimumTemperature","MonthlyDepartureFromNormalPrecipitation","MonthlyDewpointTemperature","MonthlyGreatestPrecip","MonthlyGreatestPrecipDate","MonthlyGreatestSnowDepth","MonthlyGreatestSnowDepthDate","MonthlyGreatestSnowfall","MonthlyGreatestSnowfallDate","MonthlyMaxSeaLevelPressureValue","MonthlyMaxSeaLevelPressureValueDate","MonthlyMaxSeaLevelPressureValueTime","MonthlyMaximumTemperature","MonthlyMeanTemperature","MonthlyMinSeaLevelPressureValue","MonthlyMinSeaLevelPressureValueDate","MonthlyMinSeaLevelPressureValueTime","MonthlyMinimumTemperature","MonthlySeaLevelPressure","MonthlyStationPressure","MonthlyTotalLiquidPrecipitation","MonthlyTotalSnowfall","MonthlyWetBulb","AWND","CDSD","CLDD","DSNW","HDSD","HTDD","DYTS","DYHF","NormalsCoolingDegreeDay","NormalsHeatingDegreeDay","ShortDurationEndDate005","ShortDurationEndDate010","ShortDurationEndDate015","ShortDurationEndDate020","ShortDurationEndDate030","ShortDurationEndDate045","ShortDurationEndDate060","ShortDurationEndDate080","ShortDurationEndDate100","ShortDurationEndDate120","ShortDurationEndDate150","ShortDurationEndDate180","ShortDurationPrecipitationValue005","ShortDurationPrecipitationValue010","ShortDurationPrecipitationValue015","ShortDurationPrecipitationValue020","ShortDurationPrecipitationValue030","ShortDurationPrecipitationValue045","ShortDurationPrecipitationValue060","ShortDurationPrecipitationValue080","ShortDurationPrecipitationValue100","ShortDurationPrecipitationValue120","ShortDurationPrecipitationValue150","ShortDurationPrecipitationValue180","REM","BackupDirection","BackupDistance","BackupDistanceUnit","BackupElements","BackupElevation","BackupEquipment","BackupLatitude","BackupLongitude","BackupName","WindEquipmentChangeDate"
"36034099999","2023-01-01T01:00:00","51.5755556","81.2166666","219.0","RUBCOVSK, RS","FM-12","4","","20","24","","","+0.02","7","84","OVC:08 15","30.47","29.64","2.49","23","170","","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN07636034 41496 81707 11045 21069 30036 40319 57007 77173 8872/ 333 91011 91112=","","","","","","","","","",""
"36034099999","2023-01-01T04:00:00","51.5755556","81.2166666","219.0","RUBCOVSK, RS","FM-12","4","","22","26","","","+0.03","7","84","OVC:08 15","30.44","29.61","2.49","25","170","","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN07636034 41496 81707 11035 21058 30027 40309 57009 77173 8872/ 333 91011 91113=","","","","","","","","","",""
"36034099999","2023-01-01T07:00:00","51.5755556","81.2166666","219.0","RUBCOVSK, RS","FM-12","4","","22","27","","","+0.01","7","84","OVC:08 15","30.42","29.59","6.21","25","170","","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN09436034 11497 81707 11030 21054 30022 40303 57005 60032 77073 8872/ 333 21054 47013 91012 91114=","","","","","","","","","",""
"36034099999","2023-01-01T10:00:00","51.5755556","81.2166666","219.0","RUBCOVSK, RS","FM-12","4","","18","22","","||SHSN","-0.04","2","86","OVC:08 8","30.48","29.64","0.31","21","230","","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN07636034 41393 82306 11057 21077 30037 40321 52015 78687 889// 333 21057 91114=","","","","","","","","","",""
"36034099999","2023-01-01T13:00:00","51.5755556","81.2166666","219.0","RUBCOVSK, RS","FM-12","4","","16","21","","||DRSN","-0.07","2","82","BKN:05 26","30.55","29.71","12.43","20","220","","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN07036034 41598 82204 11062 21088 30060 40345 52023 73687 8553/ 333 91114=","","","","","","","","","",""
"36034099999","2023-01-01T16:00:00","51.5755556","81.2166666","219.0","RUBCOVSK, RS","FM-12","4","","8","16","","||DRSN","-0.03","2","72","","30.59","29.74","12.43","14","200","","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN07036034 41998 82006 11089 21131 30071 40360 52011 73632 80002 333 91110=","","","","","","","","","",""
"36034099999","2023-01-01T19:00:00","51.5755556","81.2166666","219.0","RUBCOVSK, RS","FM-12","4","","14","19","","","-0.01","2","81","OVC:08 41","30.59","29.75","12.43","18","170","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN08236034 11698 81703 11073 21100 30073 40360 52002 69972 77073 885// 333 11029 91110=","","","","","","","","","",""
"36034099999","2023-01-01T22:00:00","51.5755556","81.2166666","219.0","RUBCOVSK, RS","FM-12","4","","12","19","","","0.00","4","75","OVC:08 41","30.59","29.75","12.43","17","180","","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN06036034 41698 81804 11072 21109 30073 40360 54000 77073 885//=","","","","","","","","","",""
"36034099999","2023-01-02T01:00:00","51.5755556","81.2166666","219.0","RUBCOVSK, RS","FM-12","4","","15","19","","||DRSN","+0.00","7","84","OVC:08 41","30.59","29.74","12.43","18","190","","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN06036034 41698 81904 11073 21095 30072 40359 57001 73673 885//=","","","","","","","","","",""
"36034099999","2023-01-02T04:00:00","51.5755556","81.2166666","219.0","RUBCOVSK, RS","FM-12","4","","13","18","","||DRSN","-0.01","2","82","OVC:08 41","30.60","29.75","12.43","17","190","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN06036034 41698 81903 11078 21103 30074 40362 52002 73632 885//=","","","","","","","","","",""
